1.998561036054041090e-03 -8.296126596667956932e+00 6.004323112641101086e-03 -2.262971444498273854e+01
3.997122072108082180e-03 -7.973076656608041546e+00 2.001441037547033695e-03 -2.231157431252504253e+01
5.995683108162123270e-03 -7.650026716548126160e+00 0.000000000000000000e+00 -2.199343418006734652e+01
1.998561036054041090e-03 -7.326976776488211662e+00 8.005764150188134781e-03 -2.167529404760965051e+01
3.997122072108082180e-03 -7.003926836428296276e+00 8.005764150188134781e-03 -2.135715391515195449e+01
1.398992725237828763e-02 -6.680876896368380891e+00 1.601152830037627303e-02 -2.103901378269425493e+01
1.998561036054041090e-02 -6.357826956308466393e+00 8.005764150188134781e-03 -2.072087365023655892e+01
5.995683108162123270e-03 -6.034777016248551007e+00 2.001441037547034216e-02 -2.040273351777886290e+01
1.199136621632424654e-02 -5.711727076188635621e+00 3.002161556320551497e-02 -2.008459338532116689e+01
9.992805180270205451e-03 -5.388677136128720235e+00 2.001441037547034216e-02 -1.976645325286347088e+01
2.198417139659445199e-02 -5.065627196068804849e+00 6.004323112641102994e-02 -1.944831312040577487e+01
4.996402590135105848e-02 -4.742577256008890352e+00 5.003602593867585713e-02 -1.913017298794807886e+01
5.795827004556723672e-02 -4.419527315948974966e+00 5.804179008886399538e-02 -1.881203285549038284e+01
4.996402590135105848e-02 -4.096477375889059580e+00 8.205908253942834074e-02 -1.849389272303268683e+01
7.194819729794554863e-02 -3.773427435829145082e+00 9.006484668961645124e-02 -1.817575259057499082e+01
1.039251738748102616e-01 -3.450377495769229697e+00 1.060763749899926722e-01 -1.785761245811729481e+01
1.179151011271885735e-01 -3.127327555709314311e+00 1.581138419662156125e-01 -1.753947232565959524e+01
1.079222959469183507e-01 -2.804277615649398925e+00 1.921383396045153180e-01 -1.722133219320190278e+01
1.538891997761611674e-01 -2.481227675589483539e+00 2.081498679048916500e-01 -1.690319206074420322e+01
2.038532256775119345e-01 -2.158177735529569041e+00 2.982147145945078237e-01 -1.658505192828650721e+01
2.178431529298901492e-01 -1.835127795469653655e+00 3.102233608197899062e-01 -1.626691179582881119e+01
2.837956671196736336e-01 -1.512077855409738270e+00 3.662637098711062911e-01 -1.594877166337111518e+01
3.257654488768088608e-01 -1.189027915349823772e+00 4.283083820350637172e-01 -1.563063153091341917e+01
4.077064513550252567e-01 -8.659779752899083860e-01 5.283804339124151817e-01 -1.531249139845572316e+01
4.996402590135119448e-01 -5.429280352299930001e-01 5.924265471139213979e-01 -1.499435126599802715e+01
5.536014069869700238e-01 -2.198780951700776143e-01 6.324553678648627830e-01 -1.467621113354033113e+01
6.555280198257241731e-01 1.031718448898377716e-01 7.265230966295750381e-01 -1.435807100108263334e+01
7.914301702773963720e-01 4.262217849497531574e-01 8.926427027459817864e-01 -1.403993086862493733e+01
8.573826844671784686e-01 7.492717250096667669e-01 9.847089904731469723e-01 -1.372179073616724132e+01
9.513150531617166061e-01 1.072321665069582153e+00 1.122808422063894751e+00 -1.340365060370954531e+01
1.049244543928362861e+00 1.395371605129497539e+00 1.238892002241624768e+00 -1.308551047125184752e+01
1.147174034695009004e+00 1.718421545189412925e+00 1.411015931470672724e+00 -1.276737033879415151e+01
1.351027260372517302e+00 2.041471485249328310e+00 1.555119686174061711e+00 -1.244923020633645550e+01
1.538891997761593577e+00 2.364521425309243696e+00 1.691217676727262420e+00 -1.213109007387875948e+01
1.696778319609859809e+00 2.687571365369159082e+00 1.757265230966315706e+00 -1.181294994142106347e+01
1.712766807898291832e+00 3.010621305429074468e+00 2.073492914898744655e+00 -1.149480980896336568e+01
1.876648812854720072e+00 3.333671245488989854e+00 2.041469858297995099e+00 -1.117666967650566967e+01
2.134463186505686672e+00 3.656721185548903463e+00 2.231606756864945584e+00 -1.085852954404797366e+01
2.296346630426060909e+00 3.979771125608818849e+00 2.345688896005115875e+00 -1.054038941159027765e+01
2.428251658805625102e+00 4.302821065668734235e+00 2.409735009206614986e+00 -1.022224927913258163e+01
2.598129346870215350e+00 4.625871005728649621e+00 2.685933872388079902e+00 -9.904109146674883846e+00
2.791989767367453634e+00 4.948920945788565007e+00 2.856056360579561915e+00 -9.585969014217187834e+00
2.879926452953829763e+00 5.271970885848480393e+00 2.808021775678437582e+00 -9.267828881759491821e+00
2.897913502278315789e+00 5.595020825908395778e+00 3.014170202545762844e+00 -8.949688749301795809e+00
2.965864577504151889e+00 5.918070765968309388e+00 3.068209110559527719e+00 -8.631548616844099797e+00
3.089775361739500070e+00 6.241120706028224774e+00 3.078216315747261955e+00 -8.313408484386403785e+00
3.193700535614308222e+00 6.564170646088140160e+00 3.278360419501946676e+00 -7.995268351928705997e+00
3.199696218722470231e+00 6.887220586148055546e+00 3.158273957249135844e+00 -7.677128219471009984e+00
3.347589735390466448e+00 7.210270526207970931e+00 3.126250900648386288e+00 -7.358988087013313972e+00
3.161723559037444176e+00 7.533320466267886317e+00 3.028180289808590775e+00 -7.040847954555617960e+00
3.209689023902740246e+00 7.856370406327801703e+00 3.066207669521980872e+00 -6.722707822097921948e+00
3.057798385162636023e+00 8.179420346387715313e+00 3.114242254423105205e+00 -6.404567689640224160e+00
3.171716364217714190e+00 8.502470286447632475e+00 2.922103914818607873e+00 -6.086427557182528147e+00
2.933887600927287842e+00 8.825520226507546084e+00 2.926106796893701567e+00 -5.768287424724832135e+00
2.871932208809613751e+00 9.148570166567463247e+00 2.816027539828624970e+00 -5.450147292267136123e+00
2.650091933807619426e+00 9.471620106627376856e+00 2.563845969097722222e+00 -5.132007159809440111e+00
2.811975377727993664e+00 9.794670046687290466e+00 2.429749419582083458e+00 -4.813867027351744099e+00
2.494204172995407198e+00 1.011771998674720763e+01 2.275638459690976223e+00 -4.495726894894048087e+00
2.366296266687951011e+00 1.044076992680712124e+01 2.225602433752305043e+00 -4.177586762436352075e+00
2.220401311056008797e+00 1.076381986686703840e+01 1.997438155471964016e+00 -3.859446629978652510e+00
2.044527939883256540e+00 1.108686980692695201e+01 1.859338723881216238e+00 -3.541306497520956498e+00
1.834679031097586011e+00 1.140991974698686917e+01 1.739252261628392082e+00 -3.223166365063260486e+00
1.708769685826183826e+00 1.173296968704678278e+01 1.653190297013868104e+00 -2.905026232605564473e+00
1.562874730194241613e+00 1.205601962710669994e+01 1.491073572972555494e+00 -2.586886100147868461e+00
1.560876169158187610e+00 1.237906956716661355e+01 1.368985669682184270e+00 -2.268745967690172449e+00
1.287073307218789209e+00 1.270211950722652716e+01 1.182851653190306829e+00 -1.950605835232476437e+00
1.083220081541280910e+00 1.302516944728644432e+01 1.084781042350500435e+00 -1.632465702774780425e+00
1.019266128387552817e+00 1.334821938734635793e+01 9.246657593467348946e-01 -1.314325570317084413e+00
8.433927572148004481e-01 1.367126932740627510e+01 8.245937074693814317e-01 -9.961854378593884007e-01
8.573826844671784686e-01 1.399431926746618871e+01 7.165158914418396918e-01 -6.780453054016923886e-01
6.715165081141561965e-01 1.431736920752610587e+01 6.224481626771274367e-01 -3.599051729439928238e-01
6.195539211767521204e-01 1.464041914758601948e+01 5.564006084380741513e-01 -4.176504048629681165e-02
5.416100407706460063e-01 1.496346908764593664e+01 4.983588183492091983e-01 2.763750919713992005e-01
5.016388200495659477e-01 1.528651902770585025e+01 3.682651509086533048e-01 5.945152244290952126e-01
3.897194020305387308e-01 1.560956896776576386e+01 3.242334480826190024e-01 9.126553568867912247e-01
3.317611319849710361e-01 1.593261890782568102e+01 2.822031862941317137e-01 1.230795489344487237e+00
2.877927891917817504e-01 1.625566884788559463e+01 2.461772476182854386e-01 1.548935621802183249e+00
1.978575425693498424e-01 1.657871878794551179e+01 1.921383396045153180e-01 1.867075754259879261e+00
1.938604204972417810e-01 1.690176872800542540e+01 1.621167240413096955e-01 2.185215886717575273e+00
1.678791270285393822e-01 1.722481866806534256e+01 1.601152830037626540e-01 2.503356019175271285e+00
1.319050283795668299e-01 1.754786860812525617e+01 1.000720518773515894e-01 2.821496151632970850e+00
1.099208569829723953e-01 1.787091854818516978e+01 7.205187735169320262e-02 3.139636284090666862e+00
5.995683108162128128e-02 1.819396848824508695e+01 8.406052357697536837e-02 3.457776416548362874e+00
5.995683108162128128e-02 1.851701842830500055e+01 6.804899527659914737e-02 3.775916549006058887e+00
6.595251418978341496e-02 1.884006836836491772e+01 4.203026178848771888e-02 4.094056681463754899e+00
3.997122072108083568e-02 1.916311830842483133e+01 2.802017452565848041e-02 4.412196813921450911e+00
2.997841554081061635e-02 1.948616824848474849e+01 2.601873348811144585e-02 4.730336946379146923e+00
2.997841554081061635e-02 1.980921818854466210e+01 3.602593867584661519e-02 5.048477078836842935e+00
1.798704932448636981e-02 2.013226812860457571e+01 1.200864622528220391e-02 5.366617211294538947e+00
1.199136621632424654e-02 2.045531806866449287e+01 1.801296933792330759e-02 5.684757343752234959e+00
5.995683108162123270e-03 2.077836800872440648e+01 1.200864622528220391e-02 6.002897476209930971e+00
5.995683108162123270e-03 2.110141794878432364e+01 1.401008726282923847e-02 6.321037608667630536e+00
7.994244144216164361e-03 2.142446788884423725e+01 1.401008726282923847e-02 6.639177741125326548e+00
0.000000000000000000e+00 2.174751782890415441e+01 6.004323112641101086e-03 6.957317873583022561e+00
