2.939079035976363841e+01 4.000000000000000000e+01
1.539681409444013127e+01 4.000000000000000000e+01
1.591227008876315452e+01 4.000000000000000000e+01
2.390297830021501468e+01 4.000000000000000000e+01
1.095149910778824953e+01 4.000000000000000000e+01
2.366434197734860589e+01 4.000000000000000000e+01
2.023286778352650828e+01 4.000000000000000000e+01
1.587315057961243880e+01 4.000000000000000000e+01
1.175664166809257871e+01 4.000000000000000000e+01
4.011462281515967732e+00 4.000000000000000000e+01
2.880372079779637673e+01 4.000000000000000000e+01
1.540754671041697144e+01 4.000000000000000000e+01
1.447533437312797844e+01 4.000000000000000000e+01
2.190602020200812916e+01 4.000000000000000000e+01
1.689553948169005793e+01 4.000000000000000000e+01
6.749574470666590997e+00 4.000000000000000000e+01
1.583485205805086338e+01 4.000000000000000000e+01
8.217351965633888922e-01 2.416976928710937500e+00
5.699911854927050214e+00 4.000000000000000000e+01
2.450471910494308858e+01 4.000000000000000000e+01
2.130680067865302973e+01 4.000000000000000000e+01
2.676640231185597329e+01 4.000000000000000000e+01
1.067878310770064765e+01 4.000000000000000000e+01
4.414470429891946601e+00 4.000000000000000000e+01
1.492776352028896980e+01 4.361928939819335938e+00
2.354328931109503742e+01 4.000000000000000000e+01
2.104814032831037629e+00 4.000000000000000000e+01
1.394867213995009969e+01 4.000000000000000000e+01
1.523507849147588011e+01 4.000000000000000000e+01
2.157794594958941303e+01 6.018652439117431641e+00
1.294410069799208785e+01 4.000000000000000000e+01
1.873599265112616408e+01 4.000000000000000000e+01
1.364571207078411774e+01 4.000000000000000000e+01
2.060904096438043354e+01 4.000000000000000000e+01
2.102451368513105834e+01 4.000000000000000000e+01
1.987261676958720003e+01 4.000000000000000000e+01
2.166174608557139436e+01 4.000000000000000000e+01
1.484595086907143546e+01 4.000000000000000000e+01
1.746935925234439679e+01 4.000000000000000000e+01
1.145542518408911370e+01 4.000000000000000000e+01
1.800507327053855278e+01 4.000000000000000000e+01
1.936546411765694131e+01 4.000000000000000000e+01
8.204276025111443715e+00 4.000000000000000000e+01
2.664899345768167649e+01 4.000000000000000000e+01
8.714576773524486342e+00 4.000000000000000000e+01
1.463309951097791384e+01 4.000000000000000000e+01
1.010486854946086055e+01 4.000000000000000000e+01
9.078807145252575594e+00 4.000000000000000000e+01
1.865484028380835824e+01 4.000000000000000000e+01
1.606106970797814881e+01 4.000000000000000000e+01
3.757606420929334945e+00 2.210375785827636719e+00
2.252571363619013667e+01 4.000000000000000000e+01
6.649986411889887705e+00 4.000000000000000000e+01
5.873722944742141294e+00 4.000000000000000000e+01
2.466523693732448663e+01 4.000000000000000000e+01
1.471074992810350679e+01 4.000000000000000000e+01
2.096198286092385743e+01 4.000000000000000000e+01
1.154413666896173218e+01 4.000000000000000000e+01
1.833683680745089717e+01 4.000000000000000000e+01
2.381410350336341963e+01 4.000000000000000000e+01
1.988028661337956038e+01 4.000000000000000000e+01
2.160804172480819219e+01 4.000000000000000000e+01
1.721472051757974953e+01 4.000000000000000000e+01
1.668993409088690072e+01 4.000000000000000000e+01
1.486816830701843628e+01 4.000000000000000000e+01
1.184609941896396812e+01 4.000000000000000000e+01
1.023204787055764164e+01 4.000000000000000000e+01
2.518727320225080746e+01 4.000000000000000000e+01
1.771891518470603799e+01 4.000000000000000000e+01
1.228645139872136305e+00 4.053521156311035156e+00
1.414671268484971201e+01 4.000000000000000000e+01
1.200322811189612260e+01 4.000000000000000000e+01
2.840738378573732348e+01 4.000000000000000000e+01
2.349970591956060062e+01 4.000000000000000000e+01
2.024773602021098995e+01 4.000000000000000000e+01
2.149189425541661080e+01 4.000000000000000000e+01
2.185171320192011990e+01 4.000000000000000000e+01
1.881321119084269711e+01 4.000000000000000000e+01
1.144931663124020993e+01 4.000000000000000000e+01
2.368875995667194445e+01 4.000000000000000000e+01
2.250565809436619347e+01 4.000000000000000000e+01
8.323991355329324549e+00 4.000000000000000000e+01
2.549251300734480807e+01 4.000000000000000000e+01
2.797337249572254692e+01 4.000000000000000000e+01
7.482206253986529276e+00 4.000000000000000000e+01
2.175414126645377877e+01 4.000000000000000000e+01
2.518827632745550460e+01 4.000000000000000000e+01
2.186878239605668028e+01 4.000000000000000000e+01
1.356589790719154287e+01 4.000000000000000000e+01
1.144570745530887557e+01 4.000000000000000000e+01
2.990354359398390005e-01 7.970411181449890137e-01
7.953989834051304442e+00 4.000000000000000000e+01
2.436993648587725758e+01 4.000000000000000000e+01
1.667076749486750487e+01 4.000000000000000000e+01
1.989363396537780915e+01 4.000000000000000000e+01
1.983367004231477537e+01 4.000000000000000000e+01
2.188108036746491791e+00 4.000000000000000000e+01
2.136480993561702491e+01 4.000000000000000000e+01
1.263126797098273357e+01 4.000000000000000000e+01
1.014246628782821347e+01 4.000000000000000000e+01
1.280735997317800390e+01 4.000000000000000000e+01
1.607030755963062063e+01 4.000000000000000000e+01
7.522144495884542259e+00 4.000000000000000000e+01
2.004146781441809821e+01 4.000000000000000000e+01
2.005517884112538596e+01 4.000000000000000000e+01
1.239754401737840084e+01 4.000000000000000000e+01
1.781316483608422274e+01 4.000000000000000000e+01
1.396518622048952984e+01 4.000000000000000000e+01
1.488054199427266333e+01 4.000000000000000000e+01
1.624794436939115272e+01 4.000000000000000000e+01
2.921927971907386734e+01 4.000000000000000000e+01
1.278311615816559765e+01 4.000000000000000000e+01
5.133661506761277415e+00 4.000000000000000000e+01
1.856160487913841095e+01 4.000000000000000000e+01
1.564932881329919212e+01 4.000000000000000000e+01
3.861743361712379752e+00 4.000000000000000000e+01
1.918317379802473965e+01 4.000000000000000000e+01
9.679267222019721117e+00 4.000000000000000000e+01
1.575230733640562875e+01 4.000000000000000000e+01
1.647506103925395848e+01 4.000000000000000000e+01
1.824947994584649891e+01 4.000000000000000000e+01
1.104720176592947389e+01 4.000000000000000000e+01
1.788959429601874973e+01 4.000000000000000000e+01
1.998608351901995306e+01 4.000000000000000000e+01
1.250427546298702985e+01 4.000000000000000000e+01
4.604417501280262393e+00 2.746170759201049805e+00
1.404022931318159984e+01 4.000000000000000000e+01
9.821552918992082937e+00 4.000000000000000000e+01
7.870570339757981593e+00 4.000000000000000000e+01
1.975379901962749685e+01 4.000000000000000000e+01
1.434560774584719312e+01 4.000000000000000000e+01
1.583268063429095207e+01 4.000000000000000000e+01
6.552554230522286360e+00 4.000000000000000000e+01
1.051594137952228891e+01 4.000000000000000000e+01
2.559743465179641220e+01 4.000000000000000000e+01
1.881649559971953778e+01 4.000000000000000000e+01
1.665842794319475217e+01 4.000000000000000000e+01
2.011185948356929032e+01 4.000000000000000000e+01
1.184238455034089910e+01 4.000000000000000000e+01
1.226375629232038023e+01 4.000000000000000000e+01
2.089921278658389880e+01 4.000000000000000000e+01
1.604887798234795682e+01 4.000000000000000000e+01
1.501079653922391621e+01 4.000000000000000000e+01
2.022749290344696149e+01 4.000000000000000000e+01
1.171044884044017031e+01 4.000000000000000000e+01
1.543322141699123051e+01 4.000000000000000000e+01
1.607233682168392264e+01 4.000000000000000000e+01
2.064333383475453942e+01 4.000000000000000000e+01
1.361153669186477799e+01 4.000000000000000000e+01
2.606167818352748355e+01 4.000000000000000000e+01
7.197909980478566006e+00 4.000000000000000000e+01
